1462181630 0 0 56 0 0 0 0 0 0
1462187790 0 103 56 0 0 0 0 0 0
1462187811 0 104 56 0 0 0 0 0 0
1462187832 0 104 56 0 0 0 0 0 0
1462187949 0 2478 56 0 0 0 0 0 0
1462190584 0 2478 81 0 0 0 0 0 0
1462190995 0 2478 126 0 0 0 0 0 0
1462291674 0 2478 128 0 0 0 0 0 0
1462366464 0 2494 128 0 0 0 0 0 0
1462366501 0 2505 128 0 0 0 0 0 0
1462367299 0 2507 128 0 0 0 0 0 0
1462367374 0 2508 128 0 0 0 0 0 0
1462367553 0 2551 128 0 0 0 0 0 0
1462543136 0 2551 129 0 0 0 0 0 0
1462543145 0 2551 129 0 0 0 0 0 0
1462543822 0 2828 129 0 0 0 0 0 0
1462782354 0 3533 129 0 0 0 0 0 0
1462783282 0 3533 129 0 0 0 46 0 0
1462783618 0 3533 129 0 0 0 46 181 0
1462783657 0 3533 129 0 0 0 46 181 0
1462783916 0 3533 129 0 0 0 46 181 0
1462783978 0 3536 129 0 0 0 46 181 0
1462784068 0 3536 129 0 0 0 46 181 0
1462785312 0 3536 129 0 140 0 46 181 0
1462785417 265 3536 129 0 140 0 46 181 0
1462785656 265 3536 129 0 140 0 46 181 0
1462792395 265 3566 129 0 140 0 46 181 0
1462792404 265 3566 129 0 140 0 46 181 0
1462793814 265 3566 129 0 201 0 46 181 0
1462793826 265 3566 129 0 201 0 46 181 0
1462794115 265 3566 129 0 201 0 116 181 0
1462794646 265 3566 129 0 201 0 116 181 0
1462794655 265 3566 129 0 201 0 206 181 0
1462794743 265 3566 129 0 283 0 206 181 0
1462794872 265 3566 129 0 283 0 206 181 0
1462796019 265 3566 129 0 283 0 495 181 0
1462796758 265 3566 129 0 283 0 619 181 0
1462796772 265 3566 129 0 343 0 619 181 0
1462796785 265 3566 129 0 343 0 619 181 0
1462799158 265 3566 129 0 343 0 660 181 0
1462799261 265 3566 129 0 343 0 660 181 0
1462799312 265 3566 129 0 355 0 660 181 0
1462799980 265 3566 129 0 355 0 660 181 0
1462800256 265 3566 129 0 355 0 697 181 0
1462800807 265 3566 129 0 370 0 697 181 0
1462803087 265 3566 129 0 413 0 697 181 0
1462803109 265 3566 129 0 413 0 697 181 0
1462803148 265 3582 129 0 413 0 697 181 0
1462803163 265 3582 129 0 413 0 697 181 0
1462803220 265 3582 129 0 413 0 697 181 0
1462803249 265 3582 129 0 413 0 697 181 0
1462803737 265 3582 129 0 413 0 697 181 0
1462806923 265 3582 129 0 428 0 697 181 0
1462807010 265 3582 129 0 429 0 697 181 0
1462807632 265 3582 129 0 429 0 697 181 0
1462809384 265 3582 129 0 429 0 773 181 0
1462812785 265 3582 131 0 429 0 773 181 0
1462813311 265 3582 133 0 429 0 773 181 0
1462813327 265 3582 568 0 429 0 773 181 0
1462881634 1460 3582 568 0 429 0 773 181 0
1462882247 1460 3582 568 0 429 0 773 181 0
1462891839 1848 3582 568 0 429 0 773 181 0
1462894280 1848 3582 568 0 429 0 1187 181 0
1462895067 1848 3582 568 0 429 0 1187 181 0
1462898546 1848 3582 571 0 429 0 1187 181 0
1462901867 1848 3582 571 0 429 0 1271 181 0
1462958187 1848 3582 571 0 429 0 1271 181 0
1462964298 1848 3582 571 0 429 0 1587 181 0
1462964320 1848 3582 571 0 429 0 1587 181 0
1462971902 2110 3582 571 0 429 0 1587 181 0
1462971936 2110 3582 571 0 429 0 1587 181 0
1463042505 2110 3582 642 0 429 0 1587 181 0
1463043724 2110 3582 740 0 429 0 1587 181 0
1463043831 2110 3582 745 0 429 0 1587 181 0
1463066135 2110 3582 745 0 429 0 2550 181 0
1463170273 2110 3582 745 0 429 0 2694 181 0
1463220409 2110 3582 745 0 429 0 2788 181 0
1463224582 2155 3582 745 0 429 0 2788 181 0
1463233088 2155 3582 745 0 429 0 3013 181 0
1463238724 2155 3582 745 0 429 0 3013 181 0
1463239100 2158 3582 745 0 429 0 3013 181 0
