1462181630 0 0 1 0 0 0 0 0 0
1462187790 0 1 1 0 0 0 0 0 0
1462187811 0 2 1 0 0 0 0 0 0
1462187832 0 3 1 0 0 0 0 0 0
1462187949 0 4 1 0 0 0 0 0 0
1462190584 0 4 2 0 0 0 0 0 0
1462190995 0 4 3 0 0 0 0 0 0
1462291674 0 4 4 0 0 0 0 0 0
1462366464 0 5 4 0 0 0 0 0 0
1462366501 0 6 4 0 0 0 0 0 0
1462367299 0 7 4 0 0 0 0 0 0
1462367374 0 8 4 0 0 0 0 0 0
1462367553 0 9 4 0 0 0 0 0 0
1462543136 0 9 5 0 0 0 0 0 0
1462543145 0 10 5 0 0 0 0 0 0
1462543822 0 11 5 0 0 0 0 0 0
1462782354 0 12 5 0 0 0 0 0 0
1462783282 0 12 5 0 0 0 1 0 0
1462783618 0 12 5 0 0 0 1 1 0
1462783657 0 12 5 0 0 0 1 2 0
1462783916 0 13 5 0 0 0 1 2 0
1462783978 0 14 5 0 0 0 1 2 0
1462784068 0 15 5 0 0 0 1 2 0
1462785312 0 15 5 0 1 0 1 2 0
1462785417 1 15 5 0 1 0 1 2 0
1462785656 2 15 5 0 1 0 1 2 0
1462792395 2 16 5 0 1 0 1 2 0
1462792404 2 17 5 0 1 0 1 2 0
1462793814 2 17 5 0 2 0 1 2 0
1462793826 2 17 5 0 3 0 1 2 0
1462794115 2 17 5 0 3 0 2 2 0
1462794646 2 17 5 0 3 0 3 2 0
1462794655 2 17 5 0 3 0 4 2 0
1462794743 2 17 5 0 4 0 4 2 0
1462794872 2 17 5 0 4 0 5 2 0
1462796019 2 17 5 0 4 0 6 2 0
1462796758 2 17 5 0 4 0 7 2 0
1462796772 2 17 5 0 5 0 7 2 0
1462796785 2 17 5 0 6 0 7 2 0
1462799158 2 17 5 0 6 0 8 2 0
1462799261 2 17 5 0 6 0 9 2 0
1462799312 2 17 5 0 7 0 9 2 0
1462799980 2 17 5 0 8 0 9 2 0
1462800256 2 17 5 0 8 0 10 2 0
1462800807 2 17 5 0 9 0 10 2 0
1462803087 2 17 5 0 10 0 10 2 0
1462803109 2 17 5 0 10 0 11 2 0
1462803148 2 18 5 0 10 0 11 2 0
1462803163 2 19 5 0 10 0 11 2 0
1462803220 2 19 5 0 10 0 12 2 0
1462803249 2 19 5 0 10 0 13 2 0
1462803737 2 20 5 0 10 0 13 2 0
1462806923 2 20 5 0 11 0 13 2 0
1462807010 2 20 5 0 12 0 13 2 0
1462807632 2 20 5 0 13 0 13 2 0
1462809384 2 20 5 0 13 0 14 2 0
1462812785 2 20 6 0 13 0 14 2 0
1462813311 2 20 7 0 13 0 14 2 0
1462813327 2 20 8 0 13 0 14 2 0
1462881634 3 20 8 0 13 0 14 2 0
1462882247 4 20 8 0 13 0 14 2 0
1462891839 5 20 8 0 13 0 14 2 0
1462894280 5 20 8 0 13 0 15 2 0
1462895067 5 20 8 0 13 0 16 2 0
1462898546 5 20 9 0 13 0 16 2 0
1462901867 5 20 9 0 13 0 17 2 0
1462958187 5 20 10 0 13 0 17 2 0
1462964298 5 20 10 0 13 0 18 2 0
1462964320 5 20 10 0 13 0 19 2 0
1462971902 6 20 10 0 13 0 19 2 0
1462971936 7 20 10 0 13 0 19 2 0
1463042505 7 20 11 0 13 0 19 2 0
1463043724 7 20 12 0 13 0 19 2 0
1463043831 7 20 13 0 13 0 19 2 0
1463066135 7 20 13 0 13 0 20 2 0
1463170273 7 20 13 0 13 0 21 2 0
1463220409 7 20 13 0 13 0 22 2 0
1463224582 8 20 13 0 13 0 22 2 0
1463233088 8 20 13 0 13 0 23 2 0
1463238724 9 20 13 0 13 0 23 2 0
1463239100 10 20 13 0 13 0 23 2 0
1463407246 10 20 14 0 13 0 23 2 0
1463407396 10 20 15 0 13 0 23 2 0
1463407734 10 20 16 0 13 0 23 2 0
1463407854 10 20 17 0 13 0 23 2 0
1463408418 10 20 18 0 13 0 23 2 0
1463408511 10 20 18 0 13 0 24 2 0
1463408709 10 20 18 0 13 0 25 2 0
1463409652 10 20 19 0 13 0 25 2 0
1463409827 10 20 20 0 13 0 25 2 0
1463416860 10 20 21 0 13 0 25 2 0
1463416922 10 20 22 0 13 0 25 2 0
1463416946 10 20 23 0 13 0 25 2 0
1463417042 10 20 24 0 13 0 25 2 0
1463417097 10 20 25 0 13 0 25 2 0
1463421292 10 20 26 0 13 0 25 2 0
1463421461 10 20 27 0 13 0 25 2 0
1463421564 10 20 28 0 13 0 25 2 0
1463421768 10 20 29 0 13 0 25 2 0
1463422160 10 20 30 0 13 0 25 2 0
1463422528 10 20 31 0 13 0 25 2 0
1463422701 10 20 32 0 13 0 25 2 0
1463422872 10 20 33 0 13 0 25 2 0
1463423289 10 20 34 0 13 0 25 2 0
1463423495 10 20 35 0 13 0 25 2 0
1463423524 10 20 36 0 13 0 25 2 0
1463423551 10 20 37 0 13 0 25 2 0
1463423882 10 20 38 0 13 0 25 2 0
1463424064 10 20 39 0 13 0 25 2 0
1463426527 10 20 40 0 13 0 25 2 0
1463486485 10 20 40 0 13 0 25 4 0
1463487422 10 20 40 0 13 0 26 4 0
1463488908 11 20 40 0 13 0 26 4 0
1463488911 11 20 40 0 13 0 28 4 0
1463488945 13 20 40 0 13 0 28 4 0
1463489989 13 20 42 0 13 0 28 4 0
1463490037 13 20 44 0 13 0 28 4 0
1463490546 13 20 46 0 13 0 28 4 0
1463491065 13 20 48 0 13 0 28 4 0
1463491886 15 20 48 0 13 0 28 4 0
1463491999 17 20 48 0 13 0 28 4 0
1463494561 19 20 48 0 13 0 28 4 0
1463562366 19 20 48 0 13 0 31 4 0
1463562406 19 20 48 0 13 0 34 4 0
1463571892 21 20 48 0 13 0 34 4 0
1463572029 21 20 48 0 13 0 37 4 0
1463578369 23 20 48 0 13 0 37 4 0
1463581765 23 20 48 0 13 0 37 4 2
1463581797 23 20 48 0 13 0 37 4 4
1463582248 23 20 48 0 13 0 40 4 4
1463582250 23 22 48 0 13 0 40 4 4
1463583124 23 22 48 0 13 0 43 4 4
1463584783 23 22 48 0 13 0 46 4 4
1463665586 23 25 48 0 13 0 46 4 4
1463667979 23 25 48 0 13 0 48 4 4
1463733788 25 25 48 0 13 0 48 4 4
1463734336 27 25 48 0 13 0 48 4 4
1463745461 27 25 48 0 13 0 50 4 4
1463745571 27 26 48 0 13 0 50 4 4
1463747216 27 26 48 0 13 0 52 4 4
1463748282 27 26 48 0 13 0 53 4 4
1463751047 27 27 48 0 13 0 53 4 4
1463751284 27 28 48 0 13 0 53 4 4
1463751378 27 29 48 0 13 0 53 4 4
1463751529 27 30 54 0 13 0 53 4 4
1463751649 27 30 55 0 13 0 53 4 4
1463752246 27 30 55 0 13 1 53 4 4
1463753017 27 31 55 0 13 1 53 4 4
1463753386 27 31 55 0 13 2 53 4 4
1463753398 27 31 55 0 13 3 53 4 4
1463754159 28 31 55 0 13 3 53 4 4
1463754278 29 31 55 0 13 3 53 4 4
1463754932 29 31 55 0 13 4 53 4 4
1463754944 29 31 55 0 13 5 53 4 4
1463755637 29 31 55 0 13 6 53 4 4
1463755660 29 31 56 0 13 6 53 4 4
1463755810 29 31 56 0 13 7 53 4 4
1463756205 30 31 56 0 13 7 53 4 4
1463757026 31 31 56 0 13 7 53 4 4
1463774075 31 31 56 0 13 8 53 4 4
1463779127 32 31 56 0 13 8 53 4 4
1463779972 33 31 56 0 13 8 53 4 4
1463822475 33 31 57 0 13 8 53 4 4
1463829814 34 31 57 0 13 8 53 4 4
1463829896 35 31 57 0 13 8 53 4 4
1463836455 35 32 57 0 13 8 53 4 4
1463839531 35 32 57 0 13 9 53 4 4
1463839977 35 33 57 0 13 9 53 4 4
1463840085 35 34 57 0 13 9 53 4 4
1463840641 35 34 57 0 13 10 53 4 4
1463840728 35 35 57 0 13 10 53 4 4
1463840771 35 36 57 0 13 10 53 4 4
1463846567 36 36 57 0 13 10 53 4 4
1463846573 37 36 57 0 13 10 53 4 4
1463846822 38 36 57 0 13 10 53 4 4
1463851741 39 36 57 0 13 10 53 4 4
1463851746 40 36 57 0 13 10 53 4 4
1463851806 41 36 57 0 13 10 53 4 4
1463852354 42 36 57 0 13 10 53 4 4
1463852877 42 36 57 0 13 11 53 4 4
1463852896 42 36 57 0 13 12 53 4 4
1463852898 42 36 57 0 13 13 53 4 4
1463853034 42 36 57 0 13 14 53 4 4
1463853284 42 36 57 0 13 15 53 4 4
1463854234 43 36 57 0 13 15 53 4 4
1463854410 43 36 58 0 13 15 53 4 4
1463861520 43 36 58 0 13 16 53 4 4
1463861525 43 36 58 0 13 17 53 4 4
1463864089 43 36 58 0 13 18 53 4 4
1463864357 43 36 58 0 13 19 53 4 4
